spec	Fold_0
nist_3338548	train
nist_3338604	train
nist_3338622	train
nist_3338643	test
nist_3338665	test
nist_3338693	train
nist_3338716	test
nist_3338732	test
nist_3338804	test
nist_3338835	train
nist_3338872	test
nist_3338943	test
nist_3338950	test
nist_3338952	test
nist_3339020	test
nist_3339037	test
nist_3339064	test
nist_3339083	test
nist_3339108	test
nist_3339128	test
nist_3339147	test
nist_3339179	test
nist_3339224	test
nist_3339278	train
nist_3339310	test
nist_3339366	train
nist_3339410	train
nist_3339422	test
nist_3339444	train
nist_3339541	test
nist_3339558	test
nist_3339577	test
nist_3339606	test
nist_3339625	test
nist_3339647	train
nist_3339677	test
nist_3339721	test
nist_3339741	train
nist_3339759	test
nist_3339797	train
nist_3339815	test
nist_3339824	test
nist_3339839	train
nist_3339861	test
nist_3339870	test
nist_3339890	train
nist_3339908	train
nist_3339929	train
nist_3339954	test
nist_3339968	train
nist_3340000	test
nist_3340048	train
nist_3340119	train
nist_3340127	train
nist_3340152	test
nist_3340171	test
nist_3340205	test
nist_3340218	test
nist_3340243	test
nist_3340259	train
nist_3340282	train
nist_3340322	train
nist_3340357	test
nist_3340494	val
nist_3340515	val
nist_3340533	val
nist_3340555	test
nist_3340595	train
nist_3340612	test
nist_3340626	train
nist_3340642	test
nist_3340671	test
nist_3340681	test
nist_3340695	test
nist_3340704	test
nist_3340718	test
nist_3340728	train
nist_3340755	train
nist_3340782	train
nist_3340786	train
nist_3340797	test
nist_3340814	train
nist_3340829	train
nist_3340880	test
nist_3340893	test
nist_3340905	train
nist_3340917	train
nist_3340930	test
nist_3341012	train
nist_3341041	train
nist_3341073	train
nist_3341085	train
nist_3341103	train
nist_3341118	test
nist_3341134	test
nist_3341150	test
nist_3341174	train
nist_3341213	train
nist_3341238	train
nist_3341260	train
nist_3341275	train
nist_3341334	train
nist_3341339	train
nist_3341364	test
nist_3341396	train
nist_3341429	train
nist_3341467	test
nist_3341477	train
nist_3341492	train
nist_3341523	train
nist_3341540	train
nist_3341566	val
nist_3341609	train
nist_3341695	test
nist_3341719	test
nist_3341776	test
nist_3341790	train
nist_3341805	train
nist_3341821	train
nist_3341825	train
nist_3341832	train
nist_3341877	test
nist_3341897	test
nist_3341914	test
nist_3341960	train
nist_3341979	train
nist_3342010	train
nist_3342071	train
nist_3342141	train
nist_3342156	train
nist_3342194	train
nist_3342223	train
nist_3342240	test
nist_3342260	test
nist_3342277	test
nist_3342331	train
nist_3342373	train
nist_3342388	train
nist_3342438	test
nist_3342457	test
nist_3342465	test
nist_3342525	test
nist_3342542	train
nist_3342580	test
nist_3342599	test
nist_3342624	train
nist_3342667	test
nist_3342690	train
nist_3342710	train
nist_3342725	test
nist_3342796	train
nist_3342830	test
nist_3342860	test
nist_3342904	test
nist_3342967	test
nist_3342986	test
nist_3343022	test
nist_3343029	train
nist_3343038	train
nist_3343044	train
nist_3343054	test
nist_3343067	test
nist_3343094	test
nist_3343145	test
nist_3343176	test
nist_3343207	test
nist_3343240	test
nist_3343242	train
nist_3343279	test
nist_3343321	test
nist_3343370	test
nist_3343395	test
nist_3343435	train
nist_3343439	test
nist_3343469	test
nist_3343490	train
nist_3343508	test
nist_3343545	train
nist_3343572	train
nist_3343598	train
nist_3343652	test
nist_3343674	val
nist_3343700	val
nist_3343726	val
nist_3343761	train
nist_3343792	test
nist_3343811	test
nist_3343850	test
nist_3343875	test
nist_3343896	test
nist_3343925	test
nist_3343947	train
nist_3343977	test
nist_3344017	test
nist_3344056	train
nist_3344072	test
nist_3344100	train
nist_3344138	train
nist_3344163	train
nist_3344197	test
nist_3344241	test
nist_3344287	train
nist_3344339	train
nist_3344382	test
nist_3344399	test
nist_3344418	test
nist_3344498	train
nist_3344564	train
nist_3344589	test
nist_3344625	train
nist_3344671	val
nist_3344711	val
nist_3344769	test
nist_3344832	train
nist_3344884	train
nist_3344907	test
nist_3344946	test
nist_3344980	train
nist_3345036	test
nist_3345076	val
nist_3345088	val
nist_3345126	test
nist_3345183	test
nist_3345235	train
nist_3345285	test
nist_3345326	test
nist_3345343	test
nist_3345389	test
nist_3345441	train
nist_3345532	test
nist_3345596	train
nist_3345632	test
nist_3345663	test
nist_3345720	train
nist_3345784	test
nist_3345819	val
nist_3345894	train
nist_3345946	train
nist_3346007	test
nist_3346021	test
nist_3346034	train
nist_3346054	train
nist_3346137	test
nist_3346183	val
nist_3346366	test
nist_3346388	test
nist_3346436	test
nist_3346451	test
nist_3346471	test
nist_3346563	train
nist_3346584	train
nist_3346642	train
nist_3346719	train
nist_3346763	test
nist_3346780	train
nist_3346811	test
nist_3346865	train
nist_3346873	train
nist_3346890	train
nist_3346904	test
nist_3346921	test
nist_3346961	test
nist_3346987	train
nist_3347006	train
nist_3347020	val
nist_3347074	val
nist_3347086	train
nist_3347161	test
nist_3347166	test
nist_3347203	test
nist_3347266	train
nist_3347299	train
nist_3347323	train
nist_3347347	test
nist_3347365	test
nist_3347409	train
nist_3347433	train
nist_3347454	train
nist_3347467	train
nist_3347472	train
nist_3347495	train
nist_3347514	train
nist_3347523	test
nist_3347597	test
nist_3347602	test
nist_3347631	train
nist_3347670	train
nist_3347687	test
nist_3347705	test
nist_3347749	train
nist_3347805	test
nist_3347841	test
nist_3347849	test
nist_3347878	train
nist_3347882	test
nist_3347891	train
nist_3347906	test
nist_3347914	test
nist_3347952	test
nist_3348014	test
nist_3348037	test
nist_3348044	train
nist_3348075	test
nist_3348093	train
nist_3348148	train
nist_3348155	test
nist_3348184	test
nist_3348227	train
nist_3348258	test
nist_3348289	test
nist_3348312	test
nist_3348323	test
nist_3348381	test
nist_3348424	train
nist_3348455	test
nist_3348501	train
nist_3348502	train
nist_3348517	test
nist_3348558	test
nist_3348595	test
nist_3348635	test
nist_3348642	test
nist_3348678	train
nist_3348703	train
nist_3348731	train
nist_3348817	train
nist_3348823	train
nist_3348854	test
nist_3348872	train
nist_3348946	test
nist_3348961	train
nist_3348994	train
nist_3349022	test
nist_3349038	test
nist_3349076	train
nist_3349088	train
nist_3349094	test
nist_3349102	train
nist_3349133	train
nist_3349140	train
nist_3349152	test
nist_3349168	test
nist_3349245	train
nist_3349275	test
nist_3349298	test
nist_3349327	test
nist_3349375	test
nist_3349417	test
nist_3349429	train
nist_3349465	train
nist_3349491	test
nist_3349515	train
nist_3349555	train
nist_3349571	test
nist_3349600	test
nist_3349639	test
nist_3349650	train
nist_3349656	test
nist_3349689	train
nist_3349711	test
nist_3349730	test
nist_3349747	train
nist_3349806	test
nist_3349840	train
nist_3349853	train
nist_3349864	test
nist_3349902	train
nist_3349916	test
nist_3349936	test
nist_3349948	train
nist_3349963	train
nist_3349978	train
nist_3349993	train
nist_3350000	train
nist_3350025	train
nist_3350036	train
nist_3350043	train
nist_3350062	test
nist_3350073	test
nist_3350081	test
nist_3350104	train
nist_3350128	train
nist_3350140	train
nist_3350174	test
nist_3350189	train
nist_3350210	test
nist_3350234	test
nist_3350265	test
nist_3350274	test
nist_3350287	test
nist_3350301	train
nist_3350316	train
nist_3350333	test
nist_3350337	test
nist_3350358	test
nist_3350387	val
nist_3350433	test
nist_3350486	test
nist_3350494	test
nist_3350504	test
nist_3350562	train
nist_3350598	train
nist_3350605	train
nist_3350641	train
nist_3350702	test
nist_3350728	test
nist_3350750	test
nist_3350776	train
nist_3350824	train
nist_3350861	train
nist_3350886	test
nist_3350907	test
nist_3350982	train
nist_3351032	test
nist_3351147	train
nist_3351254	test
nist_3351333	test
nist_3351358	test
nist_3351403	test
nist_3351415	test
nist_3351447	test
nist_3351504	test
nist_3351526	train
nist_3351541	test
nist_3351561	test
nist_3351575	val
nist_3351606	train
nist_3351634	train
nist_3351646	test
nist_3351659	train
nist_3351698	train
nist_3351725	test
nist_3351757	train
nist_3351790	train
nist_3351801	train
nist_3351816	test
nist_3351845	test
nist_3351873	test
nist_3351915	test
nist_3351991	train
nist_3352031	test
nist_3352106	test
nist_3352147	test
nist_3352159	train
nist_3352210	train
nist_3352236	train
nist_3352248	train
nist_3352260	train
nist_3352291	test
nist_3352323	train
nist_3352342	test
nist_3352384	test
nist_3352399	test
nist_3352432	test
nist_3352460	train
nist_3352508	train
nist_3352535	train
nist_3352564	train
nist_3352610	train
nist_3352630	test
nist_3352660	train
nist_3352688	test
nist_3352761	train
nist_3352772	train
nist_3352818	test
nist_3352828	train
nist_3352845	test
nist_3352869	train
nist_3352908	test
nist_3352965	test
nist_3352991	test
nist_3353022	test
nist_3353101	val
nist_3353137	val
nist_3353158	val
nist_3353218	train
nist_3353236	train
nist_3353282	train
nist_3353306	train
nist_3353404	train
nist_3353469	train
nist_3353490	train
nist_3353509	train
nist_3353531	train
nist_3353598	test
nist_3353676	train
nist_3353695	train
nist_3353738	test
nist_3353779	train
nist_3353804	train
nist_3353849	test
nist_3353865	test
nist_3353884	train
nist_3353940	train
nist_3353956	train
nist_3353965	test
nist_3353980	train
nist_3354010	train
nist_3354032	test
nist_3354048	train
nist_3354064	train
nist_3354105	test
nist_3354122	test
nist_3354128	test
nist_3354157	train
nist_3354182	train
nist_3354194	test
nist_3354218	train
nist_3354228	test
nist_3354237	test
nist_3354258	test
nist_3354273	test
nist_3354291	train
nist_3354311	train
nist_3354334	train
nist_3354399	test
nist_3354420	test
nist_3354505	train
nist_3354560	val
nist_3354658	test
nist_3354729	test
nist_3354765	test
nist_3354820	train
nist_3354856	train
nist_3354922	test
nist_3354954	train
nist_3355001	test
nist_3355042	test
nist_3355113	train
nist_3355152	test
nist_3355171	test
nist_3355190	test
nist_3355202	test
nist_3355294	train
nist_3355331	train
nist_3355359	train
nist_3355384	train
nist_3355484	train
nist_3355545	train
nist_3355694	test
nist_3355741	val
nist_3355765	val
nist_3355854	train
nist_3355871	train
nist_3355889	train
nist_3355935	train
nist_3355982	val
nist_3355989	test
nist_3356082	train
nist_3356101	train
nist_3356130	test
nist_3356169	test
nist_3356183	train
nist_3356200	train
nist_3356222	val
nist_3356237	test
nist_3356316	test
nist_3356354	train
nist_3356494	test
nist_3356569	train
nist_3356597	train
nist_3356619	test
nist_3356717	train
nist_3356757	train
nist_3356764	train
nist_3356768	train
nist_3356803	test
nist_3356908	test
nist_3356913	test
nist_3356951	train
nist_3356970	train
nist_3356990	train
nist_3356999	test
nist_3357032	test
nist_3357040	train
nist_3357046	train
nist_3357098	test
nist_3357193	test
nist_3357278	test
nist_3357286	test
nist_3357319	train
nist_3357337	train
nist_3357383	train
nist_3357473	test
nist_3357477	test
nist_3357539	test
nist_3357573	test
nist_3357601	train
nist_3357616	train
nist_3357628	train
nist_3357642	train
nist_3357662	train
nist_3357670	train
nist_3357700	test
nist_3357715	test
nist_3357764	test
nist_3357768	test
nist_3357841	test
nist_3357882	test
nist_3357919	test
nist_3358006	train
nist_3358047	test
nist_3358079	test
nist_3358095	train
nist_3358130	train
nist_3358135	test
nist_3358198	test
nist_3358202	test
nist_3358237	test
nist_3358288	test
nist_3358357	test
nist_3358362	test
nist_3358373	val
nist_3358406	train
nist_3358414	test
nist_3358432	test
nist_3358454	test
nist_3358513	test
nist_3358582	train
nist_3358648	test
nist_3358685	test
nist_3358721	test
nist_3358740	test
nist_3358862	test
nist_3358876	test
nist_3358894	test
nist_3359020	train
nist_3359021	test
nist_3359055	train
nist_3359079	train
nist_3359085	train
nist_3359104	test
nist_3359111	test
nist_3359125	train
nist_3359137	train
nist_3359175	test
nist_3359231	train
nist_3359238	train
nist_3359307	train
nist_3359316	train
nist_3359346	test
nist_3359362	test
nist_3359425	train
nist_3359455	train
nist_3359463	test
nist_3359471	test
nist_3359529	train
nist_3359583	train
nist_3359624	test
nist_3359683	test
nist_3359689	test
nist_3359728	test
nist_3359746	test
nist_3359796	val
nist_3359812	train
nist_3359838	train
nist_3359862	test
nist_3359900	train
nist_3359929	train
nist_3359969	train
nist_3359990	train
nist_3360046	train
nist_3360070	test
nist_3360096	train
nist_3360137	val
nist_3360154	val
nist_3360172	test
nist_3360184	test
nist_3360207	train
nist_3360249	train
nist_3360264	train
nist_3360289	test
nist_3360354	train
nist_3360369	train
nist_3360422	train
nist_3360480	val
nist_3360509	test
nist_3360532	train
nist_3360574	train
nist_3360615	train
nist_3360630	train
nist_3360652	train
nist_3360670	train
nist_3360746	val
nist_3360795	test
nist_3360846	test
nist_3360894	test
nist_3360920	test
nist_3360966	train
nist_3360979	test
nist_3360997	test
nist_3361038	test
nist_3361056	test
nist_3361097	test
nist_3361166	train
nist_3361201	test
nist_3361236	train
nist_3361275	train
nist_3361348	test
nist_3361391	test
nist_3361417	train
nist_3361469	test
nist_3361501	test
nist_3361526	train
nist_3361562	train
nist_3361601	test
nist_3361641	test
nist_3361654	test
nist_3361682	train
nist_3361711	val
nist_3361753	train
nist_3361804	test
nist_3361828	test
nist_3361853	test
nist_3361874	train
nist_3361907	train
nist_3361919	train
nist_3361962	train
nist_3362042	train
nist_3362086	test
nist_3362098	test
nist_3362111	test
nist_3362155	test
nist_3362161	test
nist_3362196	train
nist_3362251	train
nist_3362281	train
nist_3362289	test
nist_3362297	test
nist_3362332	test
nist_3362347	test
nist_3362389	train
nist_3362457	test
nist_3362476	test
nist_3362482	test
nist_3362550	train
nist_3362559	train
nist_3362589	train
nist_3362608	train
nist_3362626	train
nist_3362725	train
nist_3362804	train
nist_3362828	test
nist_3362846	test
nist_3362881	test
nist_3362887	test
nist_3363003	test
nist_3363013	test
nist_3363026	test
nist_3363097	test
nist_3363110	test
nist_3363161	train
nist_3363193	train
nist_3363213	train
nist_3363272	test
nist_3363281	test
nist_3363312	test
nist_3363344	test
nist_3363360	test
nist_3363366	test
nist_3363401	test
nist_3363444	test
nist_3363450	test
nist_3363542	train
nist_3363560	train
nist_3363607	train
nist_3363613	train
nist_3363643	train
nist_3363651	train
nist_3363662	train
nist_3363708	train
nist_3363733	test
nist_3363739	test
nist_3363779	test
nist_3363797	val
nist_3363835	val
nist_3363857	test
nist_3363869	test
nist_3363883	test
nist_3363914	test
nist_3363940	test
nist_3363972	test
nist_3364018	train
nist_3364033	train
nist_3364055	train
nist_3364103	train
nist_3364115	train
nist_3364146	train
nist_3364187	train
nist_3364211	train
nist_3364227	test
nist_3364238	test
nist_3364257	test
nist_3364288	test
nist_3364292	test
nist_3364347	train
nist_3364400	train
nist_3364448	val
nist_3364472	test
nist_3364541	train
nist_3364613	test
nist_3364629	test
nist_3364681	test
nist_3364686	test
nist_3364703	test
nist_3364722	test
nist_3364740	test
nist_3364777	test
nist_3364788	train
nist_3364805	train
nist_3364840	train
nist_3364851	train
nist_3364906	train
nist_3364940	train
nist_3364969	test
nist_3365000	test
nist_3365013	train
nist_3365032	train
nist_3365058	train
nist_3365064	train
nist_3365077	test
nist_3365088	test
nist_3365133	test
nist_3365166	test
nist_3365172	test
nist_3365191	test
nist_3365206	test
nist_3365221	train
nist_3365241	train
nist_3365279	test
nist_3365286	test
nist_3365332	test
nist_3365343	test
nist_3365355	test
nist_3365373	test
nist_3365387	test
nist_3365417	test
nist_3365425	test
nist_3365443	test
nist_3365493	test
nist_3365505	val
nist_3365550	test
nist_3365585	train
nist_3365621	train
nist_3365641	train
nist_3365704	train
nist_3365709	test
nist_3365738	train
nist_3365771	train
nist_3365817	test
nist_3365835	test
nist_3365853	test
nist_3365857	train
nist_3365877	train
nist_3365930	train
nist_3365954	train
nist_3365971	train
nist_3365990	train
nist_3366005	train
nist_3366021	train
nist_3366041	train
nist_3366050	train
nist_3366145	train
nist_3366148	test
nist_3366194	train
nist_3366219	train
nist_3366270	test
nist_3366274	test
nist_3366337	train
nist_3366353	test
nist_3366441	test
nist_3366515	test
nist_3366550	train
nist_3366620	val
nist_3366700	test
nist_3366721	test
nist_3366750	test
nist_3366795	train
nist_3366870	test
nist_3366889	test
nist_3366914	test
nist_3366961	test
nist_3366985	test
nist_3367002	test
nist_3367018	train
nist_3367039	train
nist_3367075	train
nist_3367107	train
nist_3367117	train
nist_3367140	test
nist_3367196	train
nist_3367224	train
nist_3367243	train
nist_3367313	train
nist_3367367	test
nist_3367389	test
nist_3367424	test
nist_3367538	test
nist_3367559	train
nist_3367591	train
nist_3367645	test
nist_3367681	test
nist_3367692	train
nist_3367719	test
nist_3367782	train
nist_3367783	test
nist_3367836	train
nist_3367896	train
nist_3367926	val
nist_3367952	train
nist_3367963	train
nist_3367974	train
nist_3368001	train
nist_3368044	test
nist_3368064	val
nist_3368099	test
nist_3368157	test
nist_3368206	test
nist_3368239	train
nist_3368249	train
nist_3368279	train
nist_3368321	test
nist_3368382	test
nist_3368394	test
nist_3368437	val
nist_3368463	val
nist_3368508	train
nist_3368531	train
nist_3368553	test
nist_3368574	test
nist_3368648	test
nist_3368674	test
nist_3368694	test
nist_3368782	test
nist_3368821	test
nist_3368842	test
nist_3368873	train
nist_3368887	train
nist_3368903	train
nist_3368911	test
nist_3368928	test
nist_3368942	train
nist_3368975	train
nist_3368991	train
nist_3369071	test
nist_3369090	test
nist_3369149	train
nist_3369192	train
nist_3369301	test
nist_3369326	train
nist_3369352	test
nist_3369367	test
nist_3369408	test
nist_3369440	test
nist_3369529	test
nist_3369579	test
nist_3369619	train
nist_3369635	test
nist_3369659	test
nist_3369678	test
nist_3369695	test
nist_3369729	train
nist_3369760	train
nist_3369822	train
nist_3369877	test
nist_3369899	test
nist_3369986	test
nist_3370008	test
nist_3370062	test
nist_3370117	test
nist_3370140	test
nist_3370158	train
nist_3370208	test
nist_3370252	val
nist_3370301	train
nist_3370352	train
nist_3370383	train
nist_3370419	train
nist_3370468	train
nist_3370537	test
nist_3370675	train
nist_3370742	test
nist_3370769	test
nist_3370804	test
nist_3370834	test
nist_3370870	test
nist_3370911	test
nist_3370982	val
nist_3371015	val
nist_3371063	test
nist_3371109	test
nist_3371126	test
nist_3371183	test
nist_3371200	test
nist_3371218	test
nist_3371231	test
nist_3371250	test
nist_3371299	train
nist_3371319	train
nist_3371391	train
nist_3371436	test
nist_3371464	test
nist_3371485	train
nist_3371527	train
nist_3371549	train
nist_3371593	train
nist_3371653	test
nist_3371672	test
nist_3371767	train
nist_3371785	train
nist_3371898	val
nist_3371918	val
nist_3371976	test
nist_3372026	test
nist_3372050	test
nist_3372074	test
nist_3372088	train
nist_3372126	train
nist_3372150	train
nist_3372170	train
nist_3372199	test
nist_3372222	test
nist_3372239	val
nist_3372298	train
nist_3372321	train
nist_3372338	test
nist_3372362	test
nist_3372393	train
nist_3372429	train
nist_3372443	train
nist_3372492	train
nist_3372520	val
nist_3372561	val
nist_3372567	test
nist_3372597	train
nist_3372621	test
nist_3372639	test
nist_3372653	test
nist_3372660	train
nist_3372669	train
nist_3372685	test
nist_3372724	test
nist_3372753	test
nist_3372781	train
nist_3372800	val
nist_3372830	test
nist_3372858	train
nist_3372871	train
nist_3372903	train
nist_3372909	train
nist_3372952	train
nist_3372970	val
nist_3372980	train
nist_3373002	train
nist_3373047	test
nist_3373072	train
nist_3373119	train
nist_3373128	test
nist_3373182	test
nist_3373200	test
nist_3373212	test
nist_3373235	test
nist_3373269	test
nist_3373301	train
nist_3373334	val
nist_3373362	test
nist_3373372	test
nist_3373411	test
nist_3373417	test
nist_3373435	val
nist_3373456	train
nist_3373474	test
nist_3373521	train
nist_3373582	test
nist_3373586	test
nist_3373592	test
nist_3373678	test
nist_3373698	test
nist_3373750	test
nist_3373813	train
nist_3373826	train
nist_3373865	train
nist_3373918	test
nist_3373932	test
nist_3373946	test
nist_3373955	test
nist_3374009	train
nist_3374047	test
nist_3374093	train
nist_3374113	train
nist_3374151	train
nist_3374267	test
nist_3374284	test
nist_3374351	test
nist_3374427	test
nist_3374475	test
nist_3374510	train
nist_3374550	train
nist_3374637	train
nist_3374707	train
nist_3374799	test
nist_3374806	test
nist_3374861	test
nist_3374880	test
nist_3374948	train
nist_3374965	test
nist_3375025	test
nist_3375067	test
nist_3375125	test
nist_3375142	test
nist_3375155	test
nist_3375163	test
nist_3375194	test
nist_3375233	test
nist_3375251	test
nist_3375269	train
nist_3375287	train
nist_3375308	train
nist_3375327	train
nist_3375428	test
nist_3375451	train
nist_3375527	train
nist_3375581	train
nist_3375654	test
nist_3375672	test
nist_3375693	test
nist_3375747	train
nist_3375764	test
nist_3375805	train
nist_3375844	train
nist_3375881	val
nist_3375921	test
nist_3375939	test
nist_3375961	train
nist_3375995	test
nist_3376031	test
nist_3376042	train
nist_3376068	test
nist_3376086	test
nist_3376103	test
nist_3376126	test
nist_3376147	test
nist_3376166	test
nist_3376212	train
nist_3376252	train
nist_3376291	train
nist_3376300	train
nist_3376337	train
nist_3376391	test
nist_3376438	train
nist_3376470	train
nist_3376511	test
nist_3376570	train
nist_3376645	train
nist_3376662	train
nist_3376704	train
nist_3376723	train
nist_3376807	train
nist_3376915	test
nist_3376955	train
nist_3377020	train
nist_3377165	train
nist_3377201	test
nist_3377243	test
nist_3377280	train
nist_3377312	train
nist_3377388	train
nist_3377444	test
nist_3377505	test
nist_3377529	test
nist_3377550	train
nist_3377602	train
nist_3377626	train
nist_3377659	train
nist_3377724	test
nist_3377760	test
nist_3377802	train
nist_3377857	test
nist_3377912	test
nist_3377948	test
nist_3377964	test
nist_3377977	train
nist_3378009	train
nist_3378053	train
nist_3378072	test
nist_3378096	train
nist_3378123	train
nist_3378150	test
nist_3378195	test
nist_3378207	test
nist_3378226	test
nist_3378293	train
nist_3378315	train
nist_3378338	test
nist_3378424	test
nist_3378465	test
nist_3378502	test
nist_3378542	test
nist_3378547	train
nist_3378601	train
nist_3378635	val
nist_3378653	val
nist_3378678	test
nist_3378697	test
nist_3378722	test
nist_3378740	val
nist_3378785	train
nist_3378840	train
nist_3378845	train
nist_3378885	test
nist_3378907	test
nist_3378947	train
nist_3378968	train
nist_3379002	test
nist_3379021	test
nist_3379072	train
nist_3379080	train
nist_3379144	test
nist_3379199	train
nist_3379223	train
nist_3379296	train
nist_3379401	test
nist_3379433	train
nist_3379452	train
nist_3379513	test
nist_3379549	train
nist_3379553	train
nist_3379567	train
nist_3379586	train
nist_3379598	test
nist_3379617	test
nist_3379670	test
nist_3379692	test
nist_3379717	test
nist_3379729	train
nist_3379819	test
nist_3379840	test
nist_3379909	train
nist_3379922	test
nist_3379935	train
nist_3379956	test
nist_3379998	test
nist_3380043	test
nist_3380053	test
nist_3380081	train
nist_3380099	train
nist_3380121	test
nist_3380138	test
nist_3380160	test
nist_3380190	train
nist_3380245	train
nist_3380293	train
nist_3380334	train
nist_3380340	train
nist_3380403	train
nist_3380460	train
nist_3380477	train
nist_3380519	test
nist_3380552	test
nist_3380586	train
nist_3380618	train
nist_3380637	train
nist_3380674	train
nist_3380709	test
nist_3380745	train
nist_3380757	test
nist_3380782	test
nist_3380822	test
nist_3380843	test
nist_3380861	test
nist_3380873	train
nist_3380907	test
nist_3380930	train
nist_3380972	train
nist_3380979	train
nist_3381020	train
nist_3381039	test
nist_3381078	test
nist_3381099	test
nist_3381151	test
nist_3381180	test
nist_3381206	train
nist_3381221	train
nist_3381241	test
nist_3381249	test
nist_3381278	test
nist_3381339	test
nist_3381359	test
nist_3381404	test
nist_3381422	test
nist_3381465	test
nist_3381501	train
nist_3381544	train
nist_3381582	test
nist_3381603	test
nist_3381622	test
nist_3381649	test
nist_3381668	test
nist_3381696	train
nist_3381727	test
nist_3381740	test
nist_3381764	test
nist_3381833	train
nist_3381843	train
nist_3381879	test
nist_3381919	test
nist_3381960	train
nist_3381974	val
nist_3382015	train
nist_3382044	test
nist_3382081	test
nist_3382097	test
nist_3382132	test
nist_3382169	test
nist_3382227	test
nist_3382236	test
nist_3382246	test
nist_3382261	train
nist_3382296	test
nist_3382320	train
nist_3382376	train
nist_3382417	test
nist_3382431	test
nist_3382433	test
nist_3382454	test
nist_3382506	test
nist_3382562	train
nist_3382654	train
nist_3382685	test
nist_3382719	test
nist_3382744	test
nist_3382755	val
nist_3382783	train
nist_3382790	test
nist_3382828	test
nist_3382903	test
nist_3382953	test
nist_3383012	train
nist_3383042	train
nist_3383083	test
nist_3383094	test
nist_3383110	test
nist_3383130	test
nist_3383152	test
nist_3383190	test
nist_3383244	test
nist_3383288	test
nist_3383310	test
nist_3383371	test
nist_3383388	test
nist_3383421	train
nist_3383483	test
nist_3383508	test
nist_3383585	test
nist_3383620	test
nist_3383672	train
nist_3383729	test
nist_3383750	test
nist_3383772	test
nist_3383815	train
nist_3383835	train
nist_3383865	test
nist_3383918	test
nist_3384005	train
nist_3384076	train
nist_3384116	test
nist_3384131	test
nist_3384169	val
nist_3384204	test
nist_3384268	test
nist_3384318	test
nist_3384390	test
nist_3384439	test
nist_3384485	train
nist_3384531	test
nist_3384538	test
nist_3384570	test
nist_3384621	test
nist_3384649	train
nist_3384667	train
nist_3384754	train
nist_3384769	train
nist_3384817	test
nist_3384838	test
nist_3384893	test
nist_3384913	test
nist_3384930	test
nist_3384975	train
nist_3384995	train
nist_3385035	train
nist_3385071	test
nist_3385102	train
nist_3385125	train
nist_3385151	val
nist_3385198	test
nist_3385229	train
nist_3385250	train
nist_3385340	test
nist_3385357	test
nist_3385436	train
nist_3385469	train
nist_3385495	test
nist_3385565	train
nist_3385583	train
nist_3385632	test
nist_3385656	test
nist_3385672	test
nist_3385726	train
nist_3385774	train
nist_3385829	train
nist_3385918	train
nist_3385975	train
nist_3386014	train
nist_3386043	test
nist_3386081	test
nist_3386135	train
nist_3386171	train
nist_3386189	train
nist_3386243	train
nist_3386274	test
nist_3386294	test
nist_3386345	test
nist_3386360	test
nist_3386413	test
nist_3386433	test
nist_3386453	test
nist_3386477	test
nist_3386530	test
nist_3386557	test
nist_3386604	test
nist_3386667	test
nist_3386695	train
nist_3386710	test
nist_3386723	train
nist_3386739	test
nist_3386747	train
nist_3386779	val
nist_3386845	train
nist_3386879	train
nist_3386898	train
nist_3386924	train
nist_3386940	test
nist_3386948	val
nist_3386961	train
nist_3386974	val
nist_3386988	test
nist_3387016	train
nist_3387053	test
nist_3387063	train
nist_3387077	train
nist_3387094	test
nist_3387131	train
nist_3387142	train
nist_3387153	train
nist_3387161	test
nist_3387172	test
nist_3387179	val
nist_3387187	train
nist_3387201	train
nist_3387221	train
nist_3387262	train
nist_3387298	test
nist_3387307	test
nist_3387412	train
nist_3387421	test
nist_3387471	train
nist_3387501	train
nist_3387556	train
nist_3387573	train
nist_3387595	train
nist_3387632	train
nist_3387676	train
nist_3387685	train
nist_3387707	train
nist_3387770	test
nist_3387801	train
nist_3387884	test
nist_3387895	val
nist_3387956	test
nist_3387989	test
nist_3388029	train
nist_3388082	test
nist_3388156	test
nist_3388210	train
nist_3388307	test
nist_3388356	test
nist_3388387	test
nist_3388418	test
nist_3388459	test
nist_3388559	test
nist_3388624	test
nist_3388692	test
nist_3388713	test
nist_3388758	train
nist_3388804	train
nist_3388829	test
nist_3388861	test
nist_3388883	test
nist_3388956	test
nist_3388974	test
nist_3389041	train
nist_3389063	test
nist_3389084	test
nist_3389151	test
nist_3389213	test
nist_3389229	test
nist_3389254	train
nist_3389278	train
nist_3389311	train
nist_3389389	test
nist_3389405	train
nist_3389490	train
nist_3389512	train
nist_3389540	train
nist_3389548	train
nist_3389580	train
nist_3389625	test
nist_3389645	train
nist_3389682	val
nist_3389700	val
nist_3389737	val
nist_3389775	test
nist_3389826	train
nist_3389920	train
nist_3389969	train
nist_3389980	train
nist_3390002	test
nist_3390024	test
nist_3390102	train
nist_3390123	train
nist_3390187	test
nist_3390218	test
nist_3390233	train
nist_3390269	test
nist_3390330	test
nist_3390350	test
nist_3390415	test
nist_3390435	test
nist_3390491	train
nist_3390524	test
nist_3390529	train
nist_3390562	test
nist_3390625	test
nist_3390657	test
nist_3390663	test
nist_3390691	test
nist_3390707	train
nist_3390761	train
nist_3390799	train
nist_3390806	train
nist_3390815	train
nist_3390859	train
nist_3390957	train
nist_3391030	train
